,project,mechanism,shortName,IP,District,OBJECTID,Prov_ID,Province,Dist_ID,id,output_ID,subIR_ID,output,result,partner
161,FTF Project,HarvestPlus,HarvestPlus,CIAT,Rulindo,18,4,Northern Province,41,17,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,CIAT
162,FTF Project,HarvestPlus,HarvestPlus,CIAT,Rulindo,18,4,Northern Province,41,17,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,CIAT
163,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Burera,21,4,Northern Province,44,20,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,FXB
164,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Burera,21,4,Northern Province,44,20,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,FXB
165,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Burera,21,4,Northern Province,44,20,Output 2.3,vulnerable population protection (subpurpose 2),Increased access to education and social services for vulnerable populations,Improved protection of vulnerable populations against adverse circumstances,FXB
166,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Burera,21,4,Northern Province,44,20,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,FXB
167,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Burera,21,4,Northern Province,44,20,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,FXB
168,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Burera,21,4,Northern Province,44,20,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,FXB
169,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Gicumbi,22,4,Northern Province,45,21,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,Caritas
170,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Gicumbi,22,4,Northern Province,45,21,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,Caritas
171,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Gicumbi,22,4,Northern Province,45,21,Output 2.3,vulnerable population protection (subpurpose 2),Increased access to education and social services for vulnerable populations,Improved protection of vulnerable populations against adverse circumstances,Caritas
172,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Gicumbi,22,4,Northern Province,45,21,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,Caritas
173,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Gicumbi,22,4,Northern Province,45,21,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,Caritas
174,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Gicumbi,22,4,Northern Province,45,21,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,Caritas
175,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Burera,21,4,Northern Province,44,20,Output 1.3,improved health practices (subpurpose 1),Improved availability of and access to priority health products,"Increased awareness of, access to, and demand for high-impact health practices",SFH
176,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Burera,21,4,Northern Province,44,20,Output 1.4,improved health practices (subpurpose 1),Increased health-seeking behaviors and demand for priority health products and services,"Increased awareness of, access to, and demand for high-impact health practices",SFH
177,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Burera,21,4,Northern Province,44,20,Output 1.1,improved health practices (subpurpose 1),Increased access to key health services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",SFH
178,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Burera,21,4,Northern Province,44,20,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,SFH
179,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Burera,21,4,Northern Province,44,20,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
180,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Burera,21,4,Northern Province,44,20,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
181,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Burera,21,4,Northern Province,44,20,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
182,CHAIN Project,Regional Outreach Addressing AIDS Through Development Strategies III (ROADS III) ,ROADS III,Family Health International (FHI 360),Gicumbi,22,4,Northern Province,45,21,Output 1.1,improved health practices (subpurpose 1),Increased access to key health services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",ROADS III
183,CHAIN Project,Regional Outreach Addressing AIDS Through Development Strategies III (ROADS III) ,ROADS III,Family Health International (FHI 360),Gicumbi,22,4,Northern Province,45,21,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,ROADS III
184,CHAIN Project,Improved Services for Vulnerable Populations (ISVP),ISVP,Global Communities,Burera,21,4,Northern Province,44,20,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,ISVP
185,CHAIN Project,Improved Services for Vulnerable Populations (ISVP),ISVP,Global Communities,Burera,21,4,Northern Province,44,20,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,ISVP
186,CHAIN Project,Improved Services for Vulnerable Populations (ISVP),ISVP,Global Communities,Burera,21,4,Northern Province,44,20,Output 2.3,vulnerable population protection (subpurpose 2),Increased access to education and social services for vulnerable populations,Improved protection of vulnerable populations against adverse circumstances,ISVP
187,CHAIN Project,Improved Services for Vulnerable Populations (ISVP),ISVP,Global Communities,Burera,21,4,Northern Province,44,20,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,ISVP
188,CHAIN Project,Orange Fleshed Sweet Potato Activity (OFSP),OFSP,CIP (International Potato Center),Burera,21,4,Northern Province,44,20,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,OFSP
189,FTF Project,Rwanda Dairy Competitiveness Project II (RDCP II),RDCP II,Land O'Lakes Inc.,Gicumbi,22,4,Northern Province,45,21,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,RCDP
190,FTF Project,Rwanda Dairy Competitiveness Project II (RDCP II),RDCP II,Land O'Lakes Inc.,Gicumbi,22,4,Northern Province,45,21,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,RCDP
191,FTF Project,Private Sector Driven Agricultural Growth (PSDAG),PSDAG,Engility,Gakenke,19,4,Northern Province,42,18,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,PSD AG
192,FTF Project,HarvestPlus,HarvestPlus,CIAT,Gakenke,19,4,Northern Province,42,18,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,CIAT
193,FTF Project,HarvestPlus,HarvestPlus,CIAT,Gakenke,19,4,Northern Province,42,18,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,CIAT
194,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Musanze,20,4,Northern Province,43,19,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,FXB
195,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Musanze,20,4,Northern Province,43,19,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,FXB
196,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Musanze,20,4,Northern Province,43,19,Output 2.3,vulnerable population protection (subpurpose 2),Increased access to education and social services for vulnerable populations,Improved protection of vulnerable populations against adverse circumstances,FXB
197,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Musanze,20,4,Northern Province,43,19,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,FXB
198,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Musanze,20,4,Northern Province,43,19,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,FXB
199,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Musanze,20,4,Northern Province,43,19,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,FXB
200,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Gakenke,19,4,Northern Province,42,18,Output 1.3,improved health practices (subpurpose 1),Improved availability of and access to priority health products,"Increased awareness of, access to, and demand for high-impact health practices",SFH
201,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Gakenke,19,4,Northern Province,42,18,Output 1.4,improved health practices (subpurpose 1),Increased health-seeking behaviors and demand for priority health products and services,"Increased awareness of, access to, and demand for high-impact health practices",SFH
202,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Gakenke,19,4,Northern Province,42,18,Output 1.1,improved health practices (subpurpose 1),Increased access to key health services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",SFH
203,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Gakenke,19,4,Northern Province,42,18,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,SFH
204,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Gakenke,19,4,Northern Province,42,18,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
205,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Gakenke,19,4,Northern Province,42,18,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
206,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Gakenke,19,4,Northern Province,42,18,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
207,CHAIN Project,Improved Services for Vulnerable Populations (ISVP),ISVP,Global Communities,Musanze,20,4,Northern Province,43,19,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,ISVP
208,CHAIN Project,Improved Services for Vulnerable Populations (ISVP),ISVP,Global Communities,Musanze,20,4,Northern Province,43,19,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,ISVP
209,CHAIN Project,Improved Services for Vulnerable Populations (ISVP),ISVP,Global Communities,Musanze,20,4,Northern Province,43,19,Output 2.3,vulnerable population protection (subpurpose 2),Increased access to education and social services for vulnerable populations,Improved protection of vulnerable populations against adverse circumstances,ISVP
210,CHAIN Project,Improved Services for Vulnerable Populations (ISVP),ISVP,Global Communities,Musanze,20,4,Northern Province,43,19,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,ISVP
211,CHAIN Project,Orange Fleshed Sweet Potato Activity (OFSP),OFSP,CIP (International Potato Center),Musanze,20,4,Northern Province,43,19,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,OFSP
212,FTF Project,Rwanda Dairy Competitiveness Project II (RDCP II),RDCP II,Land O'Lakes Inc.,Rulindo,18,4,Northern Province,41,17,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,RCDP
213,FTF Project,Rwanda Dairy Competitiveness Project II (RDCP II),RDCP II,Land O'Lakes Inc.,Rulindo,18,4,Northern Province,41,17,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,RCDP
214,FTF Project,HarvestPlus,HarvestPlus,CIAT,Musanze,20,4,Northern Province,43,19,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,CIAT
215,FTF Project,HarvestPlus,HarvestPlus,CIAT,Musanze,20,4,Northern Province,43,19,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,CIAT
216,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Gicumbi,22,4,Northern Province,45,21,Output 1.3,improved health practices (subpurpose 1),Improved availability of and access to priority health products,"Increased awareness of, access to, and demand for high-impact health practices",SFH
217,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Gicumbi,22,4,Northern Province,45,21,Output 1.4,improved health practices (subpurpose 1),Increased health-seeking behaviors and demand for priority health products and services,"Increased awareness of, access to, and demand for high-impact health practices",SFH
218,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Gicumbi,22,4,Northern Province,45,21,Output 1.1,improved health practices (subpurpose 1),Increased access to key health services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",SFH
219,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Gicumbi,22,4,Northern Province,45,21,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,SFH
220,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Gicumbi,22,4,Northern Province,45,21,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
221,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Gicumbi,22,4,Northern Province,45,21,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
222,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Gicumbi,22,4,Northern Province,45,21,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
223,CHAIN Project,Improved Services for Vulnerable Populations (ISVP),ISVP,Global Communities,Gicumbi,22,4,Northern Province,45,21,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,ISVP
224,CHAIN Project,Improved Services for Vulnerable Populations (ISVP),ISVP,Global Communities,Gicumbi,22,4,Northern Province,45,21,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,ISVP
225,CHAIN Project,Improved Services for Vulnerable Populations (ISVP),ISVP,Global Communities,Gicumbi,22,4,Northern Province,45,21,Output 2.3,vulnerable population protection (subpurpose 2),Increased access to education and social services for vulnerable populations,Improved protection of vulnerable populations against adverse circumstances,ISVP
226,CHAIN Project,Improved Services for Vulnerable Populations (ISVP),ISVP,Global Communities,Gicumbi,22,4,Northern Province,45,21,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,ISVP
227,FTF Project,HarvestPlus,HarvestPlus,CIAT,Burera,21,4,Northern Province,44,20,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,CIAT
228,FTF Project,HarvestPlus,HarvestPlus,CIAT,Burera,21,4,Northern Province,44,20,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,CIAT
229,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Musanze,20,4,Northern Province,43,19,Output 1.3,improved health practices (subpurpose 1),Improved availability of and access to priority health products,"Increased awareness of, access to, and demand for high-impact health practices",SFH
230,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Musanze,20,4,Northern Province,43,19,Output 1.4,improved health practices (subpurpose 1),Increased health-seeking behaviors and demand for priority health products and services,"Increased awareness of, access to, and demand for high-impact health practices",SFH
231,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Musanze,20,4,Northern Province,43,19,Output 1.1,improved health practices (subpurpose 1),Increased access to key health services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",SFH
232,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Musanze,20,4,Northern Province,43,19,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,SFH
233,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Musanze,20,4,Northern Province,43,19,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
234,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Musanze,20,4,Northern Province,43,19,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
235,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Musanze,20,4,Northern Province,43,19,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
236,FTF Project,HarvestPlus,HarvestPlus,CIAT,Gicumbi,22,4,Northern Province,45,21,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,CIAT
237,FTF Project,HarvestPlus,HarvestPlus,CIAT,Gicumbi,22,4,Northern Province,45,21,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,CIAT
238,FTF Project,"Intergrated Improved Livelihoods Program (IILP) - ""Ejo Heza""",IILP,Global Communities,Rutsiro,13,3,Western Province,32,12,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,IILP
239,FTF Project,Rwanda Dairy Competitiveness Project II (RDCP II),RDCP II,Land O'Lakes Inc.,Rubavu,14,3,Western Province,33,13,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,RCDP
240,FTF Project,Rwanda Dairy Competitiveness Project II (RDCP II),RDCP II,Land O'Lakes Inc.,Rubavu,14,3,Western Province,33,13,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,RCDP
241,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Rubavu,14,3,Western Province,33,13,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,AEE
242,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Rubavu,14,3,Western Province,33,13,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,AEE
243,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Rubavu,14,3,Western Province,33,13,Output 2.3,vulnerable population protection (subpurpose 2),Increased access to education and social services for vulnerable populations,Improved protection of vulnerable populations against adverse circumstances,AEE
244,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Rubavu,14,3,Western Province,33,13,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,AEE
245,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Rubavu,14,3,Western Province,33,13,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,AEE
246,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Rubavu,14,3,Western Province,33,13,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,AEE
247,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Rubavu,14,3,Western Province,33,13,Output 1.2,improved health practices (subpurpose 1),Increased access to water and sanitation services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",AEE
248,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Rubavu,14,3,Western Province,33,13,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,AEE
249,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Ngororero,16,3,Western Province,35,15,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,Caritas
250,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Ngororero,16,3,Western Province,35,15,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,Caritas
251,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Ngororero,16,3,Western Province,35,15,Output 2.3,vulnerable population protection (subpurpose 2),Increased access to education and social services for vulnerable populations,Improved protection of vulnerable populations against adverse circumstances,Caritas
252,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Ngororero,16,3,Western Province,35,15,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,Caritas
253,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Ngororero,16,3,Western Province,35,15,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,Caritas
254,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Ngororero,16,3,Western Province,35,15,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,Caritas
255,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Karongi,12,3,Western Province,31,11,Output 1.3,improved health practices (subpurpose 1),Improved availability of and access to priority health products,"Increased awareness of, access to, and demand for high-impact health practices",SFH
256,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Karongi,12,3,Western Province,31,11,Output 1.4,improved health practices (subpurpose 1),Increased health-seeking behaviors and demand for priority health products and services,"Increased awareness of, access to, and demand for high-impact health practices",SFH
257,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Karongi,12,3,Western Province,31,11,Output 1.1,improved health practices (subpurpose 1),Increased access to key health services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",SFH
258,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Karongi,12,3,Western Province,31,11,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,SFH
259,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Karongi,12,3,Western Province,31,11,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
260,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Karongi,12,3,Western Province,31,11,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
261,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Karongi,12,3,Western Province,31,11,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
262,CHAIN Project,Regional Outreach Addressing AIDS Through Development Strategies III (ROADS III) ,ROADS III,Family Health International (FHI 360),Rubavu,14,3,Western Province,33,13,Output 1.1,improved health practices (subpurpose 1),Increased access to key health services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",ROADS III
263,CHAIN Project,Regional Outreach Addressing AIDS Through Development Strategies III (ROADS III) ,ROADS III,Family Health International (FHI 360),Rubavu,14,3,Western Province,33,13,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,ROADS III
264,CHAIN Project,Improved Services for Vulnerable Populations (ISVP),ISVP,Global Communities,Karongi,12,3,Western Province,31,11,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,ISVP
